Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHUB Balance
2025-05-22,Delta Inc,ACC002,AU05,JPY,PA003,SA003,6084.82,7634.58
2025-05-27,Alpha Inc,ACC002,AU02,EUR,PA001,SA001,9202.6,6325.08
2025-09-26,Beta Ltd,ACC003,AU01,JPY,PA001,SA003,6160.45,6533.1
2025-06-21,Beta Ltd,ACC003,AU01,JPY,PA002,SA005,10226.91,9532.39
2025-02-24,Gamma LLC,ACC003,AU01,GBP,PA001,SA004,14749.48,11531.9
2025-10-09,Delta Inc,ACC004,AU01,EUR,PA003,SA002,5192.22,14154.52
2025-06-20,Delta Inc,ACC001,AU01,USD,PA001,SA003,13175.97,9576.18
2025-05-13,Gamma LLC,ACC002,AU04,EUR,PA004,SA004,6150.75,12880.73
2025-10-20,Gamma LLC,ACC004,AU05,JPY,PA003,SA001,14131.62,7648.19
2025-12-21,Epsilon,ACC003,AU05,JPY,PA005,SA002,14839.88,6771.51
2025-04-10,Gamma LLC,ACC001,AU05,JPY,PA002,SA004,13678.62,11561.54
2025-08-16,Beta Ltd,ACC005,AU01,,PA004,SA001,14782.99,6525.59
2025-03-13,Epsilon,ACC004,AU02,GBP,PA002,SA001,6314.92,8205.17
2025-04-03,Gamma LLC,ACC001,AU05,EUR,PA002,SA004,7063.2,9015.29
2025-02-05,Gamma LLC,ACC005,AU02,GBP,PA005,SA004,11771.02,11567.72
2025-12-24,Epsilon,ACC005,AU05,JPY,PA005,SA001,7476.16,8534.22
2025-11-17,Gamma LLC,ACC001,AU03,JPY,PA004,SA002,14547.98,13191.23
2025-05-26,Epsilon,ACC003,AU04,GBP,PA005,SA001,14979.71,14956.92
,Beta Ltd,ACC001,AU02,EUR,PA005,SA002,5955.17,11853.22
2025-02-10,Epsilon,ACC003,AU03,USD,PA002,SA002,11141.16,7024.23
2025-08-06,Gamma LLC,ACC005,AU03,JPY,PA003,SA002,10888.26,
2025-01-12,Alpha Inc,ACC003,AU02,INR,PA003,SA002,11856.03,11698.09
2025-10-06,Gamma LLC,ACC005,AU01,,PA001,SA004,7204.57,5315.92
2025-01-11,Delta Inc,ACC004,AU02,INR,PA002,SA005,11898.73,13569.07
2025-07-10,Delta Inc,ACC003,AU05,JPY,PA004,SA003,8407.42,6334.89
2025-11-24,Gamma LLC,ACC005,AU03,INR,PA001,SA002,7035.2,7067.66
2025-06-26,Epsilon,ACC002,AU02,INR,PA001,SA001,7722.42,5925.96
2025-05-25,Alpha Inc,ACC005,AU02,EUR,PA003,SA005,14230.21,11054.08
2025-01-06,Epsilon,ACC002,AU04,USD,PA003,SA001,13225.91,8455.6
,Alpha Inc,ACC005,AU05,USD,PA003,SA003,12046.74,14278.91
2025-02-26,Beta Ltd,ACC004,AU05,EUR,PA005,SA002,13982.42,14297.89
2025-08-03,Beta Ltd,ACC005,AU05,JPY,PA005,SA001,5179.61,10536.73
2025-07-23,Epsilon,ACC004,AU01,,PA004,SA001,9522.69,8088.73
2025-02-21,Gamma LLC,ACC001,AU04,EUR,PA002,SA003,14235.13,
2025-01-10,Beta Ltd,ACC001,AU04,JPY,PA005,SA005,7719.86,9024.26
,Gamma LLC,ACC001,AU05,USD,PA003,SA004,6433.87,13548.65
2025-01-25,Delta Inc,ACC003,AU01,USD,PA003,SA004,12446.41,5959.34
,Alpha Inc,ACC005,AU04,USD,PA002,SA002,12942.24,10563.75
2025-11-16,Delta Inc,ACC003,AU05,USD,PA005,SA004,10442.86,11331.25
2025-05-17,Epsilon,ACC005,AU03,GBP,PA003,SA002,12732.96,14472.09
2025-06-08,Gamma LLC,ACC005,AU03,INR,PA004,SA003,13265.38,
2025-10-05,Epsilon,ACC003,AU01,EUR,PA003,SA001,8794.81,13410.74
2025-06-27,Beta Ltd,ACC002,AU01,,PA004,SA004,5328.15,11004.84
2025-09-17,Alpha Inc,ACC004,AU02,USD,PA001,SA002,12563.02,13292.44
2025-03-21,Beta Ltd,ACC001,AU03,GBP,PA005,SA005,6211.81,
2025-01-17,Beta Ltd,ACC003,AU03,,PA004,SA004,13789.57,5094.45
,Delta Inc,ACC003,AU04,,PA003,SA003,11197.57,11852.19
2025-05-23,Beta Ltd,ACC001,AU01,JPY,PA002,SA005,11851.31,12083.95
2025-12-28,Gamma LLC,ACC004,AU02,JPY,PA005,SA004,9513.99,7741.2
2025-06-11,Alpha Inc,ACC005,AU03,,PA004,SA001,5775.61,13943.47
2025-06-03,Alpha Inc,ACC003,AU04,USD,PA005,SA004,13042.96,12022.49
,Beta Ltd,ACC004,AU04,GBP,PA005,SA001,8405.23,7880.43
,Delta Inc,ACC005,AU02,JPY,PA002,SA001,13725.35,
2025-07-19,Alpha Inc,ACC003,AU01,GBP,PA005,SA003,11306.01,11630.88
2025-10-24,Alpha Inc,ACC005,AU03,USD,PA004,SA002,10775.76,
2025-04-16,Delta Inc,ACC001,AU03,JPY,PA001,SA004,14169.22,13116.37
2025-02-23,Delta Inc,ACC001,AU05,,PA003,SA001,10535.1,9944.18
2025-08-04,Beta Ltd,ACC005,AU02,JPY,PA005,SA005,12236.08,13659.9
2025-07-16,Beta Ltd,ACC004,AU02,INR,PA001,SA001,11325.2,14495.46
2025-03-20,Epsilon,ACC005,AU02,INR,PA005,SA001,14747.39,12220.57
2025-08-26,Alpha Inc,ACC001,AU02,JPY,PA001,SA003,9780.74,13327.24
2025-02-24,Delta Inc,ACC003,AU01,INR,PA005,SA003,11655.09,6569.47
2025-10-08,Alpha Inc,ACC003,AU05,GBP,PA001,SA005,6106.42,12134.32
2025-04-14,Gamma LLC,ACC001,AU01,USD,PA004,SA005,14748.89,13547.48
2025-10-12,Gamma LLC,ACC004,AU05,INR,PA001,SA003,12245.19,10114.24
2025-05-26,Gamma LLC,ACC001,AU02,GBP,PA003,SA005,13453.41,10469.17
2025-01-15,Alpha Inc,ACC004,AU02,EUR,PA001,SA003,12476.19,11969.66
2025-07-28,Epsilon,ACC003,AU05,JPY,PA002,SA003,10201.16,10247.03
,Delta Inc,ACC004,AU01,,PA004,SA003,6878.28,
2025-06-21,Beta Ltd,ACC003,AU03,,PA002,SA004,8394.1,11489.22
2025-01-07,Epsilon,ACC005,AU02,,PA002,SA002,13050.97,8922.98
2025-10-03,Alpha Inc,ACC002,AU02,GBP,PA001,SA005,8946.91,
2025-08-10,Epsilon,ACC005,AU01,USD,PA002,SA005,13808.68,9296.98
2025-11-11,Epsilon,ACC004,AU01,EUR,PA004,SA005,7561.11,7381.4
2025-03-21,Alpha Inc,ACC003,AU01,JPY,PA004,SA004,7946.45,12866.2
2025-07-24,Gamma LLC,ACC005,AU04,EUR,PA002,SA001,13534.87,14179.61
2025-10-14,Epsilon,ACC003,AU04,EUR,PA005,SA004,8048.52,6448.82
2025-02-07,Epsilon,ACC005,AU02,GBP,PA004,SA002,13134.96,5455.19
2025-05-14,Delta Inc,ACC001,AU02,GBP,PA005,SA003,13491.39,5462.5
2025-02-26,Beta Ltd,ACC004,AU05,EUR,PA005,SA002,13982.42,14297.89
2025-05-12,Beta Ltd,ACC005,AU04,INR,PA003,SA001,7387.28,6703.95
2025-06-06,Gamma LLC,ACC001,AU04,GBP,PA001,SA002,6196.6,6810.92
2025-09-26,Beta Ltd,ACC002,AU03,USD,PA001,SA001,13244.13,13925.32
2025-01-23,Beta Ltd,ACC001,AU05,GBP,PA003,SA001,7434.48,
2025-09-14,Epsilon,ACC001,AU04,GBP,PA001,SA001,11379.33,8658.59
2025-08-25,Alpha Inc,ACC003,AU02,EUR,PA001,SA004,11132.62,9789.2
2025-08-22,Epsilon,ACC005,AU04,GBP,PA004,SA005,5333.8,11280.35
,Beta Ltd,ACC002,AU05,JPY,PA002,SA003,10863.91,13891.88
2025-03-04,Epsilon,ACC002,AU01,USD,PA005,SA003,11751.19,6465.45
2025-03-28,Gamma LLC,ACC005,AU05,INR,PA004,SA005,6648.43,
2025-04-28,Epsilon,ACC005,AU04,EUR,PA005,SA005,8847.69,9414.57
2025-01-09,Delta Inc,ACC003,AU04,JPY,PA004,SA003,14656.4,9767.89
2025-12-15,Gamma LLC,ACC003,AU03,EUR,PA003,SA001,6274.8,14126.49
2025-09-12,Alpha Inc,ACC003,AU01,,PA005,SA003,14879.1,
2025-11-09,Delta Inc,ACC001,AU02,,PA001,SA001,9436.96,8615.01
,Gamma LLC,ACC005,AU04,GBP,PA005,SA001,7179.25,14427.85
2025-03-26,Alpha Inc,ACC002,AU01,GBP,PA003,SA005,7800.63,11564.69
,Beta Ltd,ACC002,AU02,INR,PA004,SA003,12446.25,9811.4
2025-10-01,Gamma LLC,ACC005,AU05,GBP,PA002,SA005,9230.88,7004.43
2025-12-25,Gamma LLC,ACC002,AU04,EUR,PA004,SA001,14215.26,13056.42
2025-04-19,Alpha Inc,ACC003,AU05,,PA001,SA002,13931.3,14086.16
,Epsilon,ACC001,AU03,USD,PA002,SA001,7573.86,11980.61
2025-04-21,Beta Ltd,ACC003,AU03,JPY,PA005,SA003,10139.42,
2025-07-11,Beta Ltd,ACC005,AU05,INR,PA002,SA005,8426.27,5710.7
2025-08-26,Epsilon,ACC001,AU04,EUR,PA005,SA003,9923.35,13621.15
2025-03-31,Epsilon,ACC005,AU01,,PA003,SA003,5684.35,14242.2
2025-02-20,Gamma LLC,ACC002,AU03,JPY,PA001,SA001,6410.63,7478.04
2025-11-22,Epsilon,ACC005,AU05,INR,PA002,SA003,10459.42,10736.55
2025-12-11,Epsilon,ACC001,AU04,EUR,PA002,SA001,11796.7,8491.28
2025-11-04,Delta Inc,ACC003,AU05,JPY,PA002,SA004,7553.93,14987.38
2025-05-15,Epsilon,ACC002,AU05,,PA003,SA003,6609.13,5073.23
2025-05-31,Alpha Inc,ACC003,AU04,JPY,PA003,SA002,14852.89,10694.78
2025-01-03,Epsilon,ACC001,AU05,USD,PA002,SA005,5399.62,
2025-03-08,Epsilon,ACC003,AU04,GBP,PA004,SA004,6130.55,9822.28
2025-08-15,Beta Ltd,ACC001,AU05,INR,PA004,SA003,10607.89,11801.48
2025-07-24,Gamma LLC,ACC001,AU04,USD,PA003,SA002,12471.1,13637.18
,Beta Ltd,ACC004,AU05,INR,PA001,SA002,14658.8,
2025-12-01,Beta Ltd,ACC001,AU04,JPY,PA002,SA005,7739.12,5088.08
2025-03-28,Gamma LLC,ACC003,AU05,GBP,PA003,SA003,13299.48,
2025-11-28,Gamma LLC,ACC002,AU02,JPY,PA005,SA004,11805.12,14724.78
2025-07-09,Gamma LLC,ACC002,AU04,INR,PA002,SA001,8183.29,13567.7
2025-10-11,Delta Inc,ACC001,AU03,USD,PA001,SA004,8890.66,14934.04
2025-01-21,Epsilon,ACC002,AU05,EUR,PA002,SA005,11854.76,12302.26
2025-05-06,Gamma LLC,ACC002,AU02,USD,PA002,SA003,14849.32,9704.7
2025-01-23,Beta Ltd,ACC004,AU05,JPY,PA001,SA001,7895.07,8580.25
2025-03-08,Alpha Inc,ACC005,AU04,GBP,PA003,SA002,12163.96,7226.52
2025-11-06,Beta Ltd,ACC004,AU04,EUR,PA003,SA001,9743.83,13726.91
2025-12-17,Gamma LLC,ACC003,AU03,JPY,PA002,SA001,14686.14,13413.83
2025-03-29,Delta Inc,ACC004,AU02,GBP,PA003,SA003,14962.04,7573.0
2025-05-15,Alpha Inc,ACC003,AU02,INR,PA004,SA005,11937.07,8387.82
2025-06-08,Alpha Inc,ACC001,AU04,JPY,PA002,SA003,11081.57,7879.9
2025-12-16,Gamma LLC,ACC001,AU05,INR,PA004,SA003,8223.74,
2025-01-30,Gamma LLC,ACC003,AU01,EUR,PA005,SA004,11119.93,8598.38
2025-10-24,Alpha Inc,ACC004,AU04,GBP,PA003,SA001,11655.09,8951.39
2025-07-24,Beta Ltd,ACC001,AU03,INR,PA001,SA005,9383.06,
2025-05-03,Alpha Inc,ACC002,AU04,GBP,PA001,SA004,14334.9,8239.17
2025-09-26,Epsilon,ACC003,AU04,GBP,PA004,SA003,7659.76,
2025-08-30,Delta Inc,ACC002,AU04,INR,PA002,SA003,11204.55,14419.66
,Gamma LLC,ACC004,AU05,EUR,PA004,SA003,10168.21,8773.82
2025-06-02,Delta Inc,ACC004,AU05,JPY,PA001,SA001,7216.53,7688.06
2025-12-14,Alpha Inc,ACC004,AU01,EUR,PA004,SA002,13167.98,7769.03
2025-06-02,Alpha Inc,ACC005,AU04,EUR,PA004,SA005,5483.73,13300.02
2025-01-09,Delta Inc,ACC004,AU04,JPY,PA004,SA002,5667.47,8916.99
2025-06-03,Alpha Inc,ACC002,AU05,INR,PA004,SA003,11712.27,11507.74
2025-03-24,Beta Ltd,ACC002,AU02,JPY,PA002,SA003,12479.24,11678.44
2025-01-06,Beta Ltd,ACC001,AU03,USD,PA005,SA004,9289.25,14752.68
,Alpha Inc,ACC005,AU05,USD,PA003,SA003,12046.74,14278.91
2025-05-19,Alpha Inc,ACC002,AU01,EUR,PA005,SA005,9097.0,
2025-09-28,Gamma LLC,ACC005,AU04,INR,PA002,SA003,13005.1,11188.63
2025-11-18,Beta Ltd,ACC005,AU05,INR,PA004,SA003,8489.22,13002.98
2025-12-08,Epsilon,ACC004,AU05,EUR,PA005,SA005,5109.62,6020.34
2025-09-10,Epsilon,ACC002,AU03,,PA004,SA001,12730.17,12189.42
2025-09-19,Beta Ltd,ACC005,AU02,EUR,PA002,SA001,5779.59,14767.98
2025-06-15,Delta Inc,ACC003,AU01,JPY,PA003,SA004,12232.89,
2025-05-12,Delta Inc,ACC002,AU05,INR,PA004,SA004,11538.17,5601.03
2025-01-16,Delta Inc,ACC004,AU03,JPY,PA001,SA001,11321.05,5705.28
2025-12-27,Epsilon,ACC001,AU03,INR,PA004,SA003,14082.03,6390.81
2025-01-02,Alpha Inc,ACC003,AU04,INR,PA002,SA003,14505.48,14564.27
2025-01-29,Delta Inc,ACC003,AU04,INR,PA005,SA002,5898.11,5205.45
2025-12-18,Epsilon,ACC002,AU04,EUR,PA005,SA001,5017.25,14140.6
2025-11-11,Beta Ltd,ACC004,AU02,EUR,PA001,SA005,11590.88,9675.19
2025-05-06,Delta Inc,ACC005,AU01,INR,PA003,SA001,11949.91,9699.31
2025-03-23,Delta Inc,ACC004,AU03,EUR,PA004,SA002,13724.71,10504.76
2025-09-25,Gamma LLC,ACC003,AU05,INR,PA004,SA003,11272.93,9722.45
2025-08-27,Beta Ltd,ACC005,AU02,GBP,PA002,SA001,11331.68,12152.11
2025-03-04,Beta Ltd,ACC001,AU02,USD,PA001,SA001,6488.77,
2025-02-06,Alpha Inc,ACC003,AU05,JPY,PA003,SA001,9723.18,8068.5
2025-03-04,Epsilon,ACC001,AU02,GBP,PA001,SA001,5976.45,11927.51
,Beta Ltd,ACC005,AU05,EUR,PA001,SA004,9512.02,6585.02
2025-12-12,Alpha Inc,ACC001,AU03,EUR,PA004,SA003,7514.36,5339.89
2025-01-31,Delta Inc,ACC004,AU02,INR,PA003,SA003,10224.24,7021.94
2025-04-12,Epsilon,ACC003,AU05,JPY,PA002,SA002,6218.98,9506.43
2025-06-02,Delta Inc,ACC003,AU04,USD,PA003,SA001,13928.55,
2025-02-27,Alpha Inc,ACC005,AU05,INR,PA001,SA002,6564.67,10956.17
2025-01-01,Alpha Inc,ACC004,AU03,USD,PA003,SA005,7026.11,10383.85
2025-05-08,Alpha Inc,ACC005,AU05,USD,PA003,SA002,6454.09,13149.53
2025-01-11,Gamma LLC,ACC003,AU04,,PA001,SA001,7553.29,13717.52
,Delta Inc,ACC003,AU01,GBP,PA003,SA003,12653.05,13951.73
2025-06-29,Epsilon,ACC005,AU03,USD,PA001,SA005,5413.39,7349.67
2025-05-28,Delta Inc,ACC003,AU02,USD,PA005,SA002,8927.73,8118.11
2025-09-29,Alpha Inc,ACC002,AU01,GBP,PA003,SA001,7903.0,
2025-04-12,Epsilon,ACC005,AU01,EUR,PA001,SA002,5749.71,8448.82
2025-03-05,Alpha Inc,ACC004,AU01,EUR,PA004,SA005,13342.1,
2025-08-06,Alpha Inc,ACC002,AU05,USD,PA002,SA003,13714.73,5741.45
2025-02-20,Epsilon,ACC001,AU03,INR,PA003,SA001,11452.34,6195.38
2025-08-02,Epsilon,ACC005,AU01,JPY,PA004,SA001,11361.43,8204.45
2025-10-15,Alpha Inc,ACC001,AU05,EUR,PA003,SA005,8509.31,14732.51
2025-02-17,Beta Ltd,ACC005,AU05,GBP,PA005,SA001,13705.52,10266.85
2025-07-29,Alpha Inc,ACC005,AU04,JPY,PA002,SA001,12018.83,10134.69
2025-07-13,Beta Ltd,ACC001,AU02,JPY,PA001,SA002,10743.38,9773.28
2025-06-11,Alpha Inc,ACC001,AU02,GBP,PA003,SA003,5460.83,9834.03
2025-07-20,Alpha Inc,ACC002,AU03,USD,PA004,SA002,6296.04,9749.98
,Beta Ltd,ACC001,AU02,JPY,PA001,SA004,9170.88,6970.68
2025-05-24,Beta Ltd,ACC002,AU05,JPY,PA003,SA004,9559.91,11874.91
,Delta Inc,ACC001,AU05,USD,PA005,SA002,6391.82,10594.75
2025-03-28,Beta Ltd,ACC005,AU02,GBP,PA001,SA001,5072.38,7491.51
2025-01-29,Gamma LLC,ACC003,AU02,INR,PA004,SA004,13685.97,10402.6
2025-12-16,Alpha Inc,ACC003,AU01,USD,PA001,SA005,5679.36,10953.26
2025-04-14,Epsilon,ACC002,AU03,EUR,PA003,SA003,9680.9,11973.41
,Alpha Inc,ACC005,AU01,INR,PA001,SA003,8382.11,14815.1
2025-03-07,Delta Inc,ACC004,AU05,GBP,PA001,SA002,14525.03,5895.52
2025-10-12,Beta Ltd,ACC004,AU05,INR,PA004,SA005,10756.74,5140.02
2025-08-25,Epsilon,ACC001,AU02,JPY,PA003,SA002,8311.98,11457.01
2025-02-20,Epsilon,ACC004,AU01,INR,PA003,SA001,14291.18,7794.35
2025-05-10,Epsilon,ACC001,AU01,INR,PA002,SA005,10625.58,7516.09
2025-10-24,Beta Ltd,ACC003,AU01,EUR,PA001,SA003,13350.86,12818.83
2025-06-13,Gamma LLC,ACC005,AU03,EUR,PA003,SA004,13766.65,12336.71
2025-01-01,Beta Ltd,ACC001,AU04,INR,PA005,SA003,5103.57,9210.37
2025-04-19,Gamma LLC,ACC005,AU01,JPY,PA002,SA004,5640.48,6316.31
2025-01-01,Gamma LLC,ACC005,AU05,USD,PA004,SA003,10317.08,11485.76
2025-07-22,Epsilon,ACC004,AU04,JPY,PA003,SA002,11461.12,
2025-09-29,Gamma LLC,ACC005,AU01,USD,PA005,SA002,6237.73,5162.57
2025-01-27,Alpha Inc,ACC002,AU05,USD,PA002,SA004,8965.18,
2025-06-21,Gamma LLC,ACC003,AU04,JPY,PA005,SA005,6156.35,12885.75
2025-05-13,Delta Inc,ACC002,AU05,GBP,PA002,SA003,12896.61,10844.52
2025-10-06,Gamma LLC,ACC001,AU04,INR,PA003,SA003,8799.71,8787.66
2025-11-24,Gamma LLC,ACC005,AU04,GBP,PA004,SA002,9502.97,12806.55
2025-03-28,Delta Inc,ACC002,AU02,GBP,PA005,SA002,14579.27,10155.8
2025-08-10,Alpha Inc,ACC004,AU04,JPY,PA004,SA004,14762.04,12337.91
2025-10-18,Alpha Inc,ACC001,AU01,,PA002,SA004,7477.61,13824.24
,Epsilon,ACC004,AU01,,PA005,SA002,6947.74,9802.84
2025-04-05,Beta Ltd,ACC004,AU01,JPY,PA001,SA002,10327.96,11081.96
2025-10-07,Delta Inc,ACC003,AU05,EUR,PA002,SA002,6452.08,13497.23
2025-03-05,Delta Inc,ACC005,AU05,GBP,PA001,SA003,13806.32,9852.55
2025-02-26,Beta Ltd,ACC003,AU03,USD,PA003,SA003,10470.48,14664.73
2025-05-05,Beta Ltd,ACC004,AU03,GBP,PA005,SA005,5538.03,11376.58
2025-01-23,Epsilon,ACC002,AU03,USD,PA005,SA001,5423.1,8217.87
,Epsilon,ACC001,AU03,INR,PA001,SA003,11209.93,5409.07
2025-08-02,Alpha Inc,ACC005,AU02,JPY,PA005,SA002,5421.87,
2025-08-14,Beta Ltd,ACC002,AU02,INR,PA001,SA003,9447.63,6943.24
2025-08-25,Gamma LLC,ACC005,AU04,,PA005,SA003,6272.37,11152.04
2025-03-31,Epsilon,ACC002,AU04,INR,PA004,SA003,6070.39,8204.43
2025-08-04,Epsilon,ACC004,AU04,EUR,PA003,SA001,7804.58,7079.53
2025-04-04,Beta Ltd,ACC005,AU02,GBP,PA003,SA003,6372.01,8657.94
2025-05-25,Delta Inc,ACC002,AU03,USD,PA005,SA005,6001.46,11268.11
2025-11-08,Alpha Inc,ACC004,AU02,JPY,PA003,SA003,8148.99,13496.87
2025-09-16,Epsilon,ACC005,AU04,JPY,PA002,SA002,12507.34,6373.87
2025-09-26,Epsilon,ACC004,AU05,EUR,PA002,SA005,10998.38,11997.65
2025-01-03,Gamma LLC,ACC005,AU05,,PA001,SA005,5594.09,8531.1
,Epsilon,ACC005,AU01,USD,PA004,SA004,12932.71,13015.08
2025-06-30,Delta Inc,ACC002,AU05,JPY,PA004,SA004,7113.69,9131.56
2025-06-24,Alpha Inc,ACC003,AU03,GBP,PA005,SA002,13030.19,5842.49
2025-10-05,Gamma LLC,ACC005,AU03,GBP,PA003,SA005,7278.8,14403.27
2025-07-28,Gamma LLC,ACC005,AU04,INR,PA005,SA003,8029.97,14485.2
2025-04-14,Epsilon,ACC002,AU05,INR,PA005,SA002,8565.78,7159.93
,Delta Inc,ACC002,AU04,JPY,PA002,SA003,9120.19,8513.98
2025-07-17,Delta Inc,ACC004,AU02,INR,PA002,SA002,9163.85,10322.15
2025-04-04,Gamma LLC,ACC001,AU01,USD,PA003,SA004,14353.59,
2025-03-03,Delta Inc,ACC001,AU03,EUR,PA003,SA004,7982.67,
2025-08-03,Alpha Inc,ACC002,AU02,JPY,PA002,SA003,10605.52,9702.58
2025-01-10,Delta Inc,ACC001,AU01,JPY,PA002,SA001,12669.19,9371.65
2025-02-17,Delta Inc,ACC005,AU01,INR,PA003,SA002,6009.07,
2025-10-16,Beta Ltd,ACC004,AU03,,PA005,SA002,11007.34,9674.04
,Alpha Inc,ACC001,AU05,EUR,PA002,SA005,8163.63,6869.69
2025-07-06,Gamma LLC,ACC001,AU04,GBP,PA002,SA001,7654.82,11552.39
2025-12-02,Alpha Inc,ACC005,AU01,,PA003,SA003,5003.34,12142.45
2025-06-09,Alpha Inc,ACC002,AU04,GBP,PA004,SA004,12338.74,8303.24
2025-11-26,Gamma LLC,ACC004,AU05,INR,PA005,SA002,13463.79,5200.1
2025-04-03,Alpha Inc,ACC002,AU04,,PA003,SA002,10503.27,7154.48
2025-01-09,Alpha Inc,ACC001,AU05,GBP,PA005,SA002,6526.56,9478.43
,Alpha Inc,ACC001,AU02,GBP,PA004,SA002,12021.26,14820.94
2025-12-06,Delta Inc,ACC005,AU01,,PA005,SA001,12961.65,9400.4
2025-11-17,Gamma LLC,ACC002,AU02,USD,PA005,SA003,5663.59,14244.41
2025-03-30,Gamma LLC,ACC001,AU05,JPY,PA002,SA005,11162.84,13156.68
2025-09-16,Alpha Inc,ACC001,AU04,GBP,PA003,SA004,5115.07,
2025-11-30,Gamma LLC,ACC003,AU03,USD,PA003,SA001,8276.87,12284.96
2025-09-25,Gamma LLC,ACC004,AU04,,PA005,SA005,6179.03,
2025-05-27,Delta Inc,ACC004,AU05,USD,PA004,SA004,8872.93,12749.19
2025-01-21,Delta Inc,ACC001,AU01,EUR,PA002,SA001,10422.09,9833.02
2025-10-15,Epsilon,ACC004,AU04,EUR,PA003,SA003,10334.6,7957.84
2025-11-16,Delta Inc,ACC004,AU05,USD,PA003,SA004,6016.68,7321.06
2025-01-26,Beta Ltd,ACC003,AU05,JPY,PA003,SA003,6501.94,12983.71
2025-03-03,Delta Inc,ACC005,AU02,JPY,PA002,SA005,13892.38,12973.07
2025-01-30,Beta Ltd,ACC001,AU05,EUR,PA002,SA004,14123.96,11372.18
2025-08-03,Alpha Inc,ACC004,AU02,USD,PA002,SA001,5017.6,8003.29
2025-03-03,Delta Inc,ACC002,AU05,EUR,PA001,SA004,5193.4,11915.67
2025-06-02,Alpha Inc,ACC003,AU05,USD,PA002,SA004,11391.83,
2025-01-12,Gamma LLC,ACC005,AU03,EUR,PA001,SA005,7089.4,
2025-03-30,Alpha Inc,ACC003,AU04,GBP,PA005,SA004,6291.14,7562.24
2025-06-03,Epsilon,ACC003,AU03,GBP,PA004,SA003,11473.6,
2025-06-02,Epsilon,ACC003,AU02,,PA003,SA005,11160.72,11462.39
2025-04-22,Epsilon,ACC005,AU04,GBP,PA005,SA003,11802.63,12023.97
2025-05-13,Alpha Inc,ACC003,AU01,USD,PA003,SA005,13656.89,6820.31
2025-06-30,Epsilon,ACC001,AU02,INR,PA004,SA001,5161.99,5682.22
2025-03-02,Alpha Inc,ACC001,AU01,EUR,PA005,SA003,11560.68,5292.08
2025-08-01,Gamma LLC,ACC004,AU04,JPY,PA003,SA005,10537.03,
2025-03-02,Gamma LLC,ACC005,AU04,USD,PA003,SA005,8466.52,10598.43
2025-12-27,Alpha Inc,ACC002,AU03,EUR,PA001,SA005,5256.78,12563.46
2025-09-10,Epsilon,ACC002,AU04,GBP,PA004,SA001,12660.57,7945.96
2025-05-20,Alpha Inc,ACC004,AU04,USD,PA003,SA004,5860.71,12812.74
2025-01-09,Beta Ltd,ACC003,AU02,USD,PA003,SA001,10886.46,6456.05
,Gamma LLC,ACC005,AU05,JPY,PA005,SA001,12605.54,12758.19
2025-06-17,Beta Ltd,ACC003,AU01,USD,PA002,SA002,14585.56,13313.38
2025-08-08,Epsilon,ACC001,AU03,INR,PA004,SA004,5087.31,8091.28
,Alpha Inc,ACC002,AU02,USD,PA001,SA002,14289.05,11349.27
2025-08-12,Alpha Inc,ACC005,AU01,USD,PA001,SA005,6286.41,7720.82
,Epsilon,ACC001,AU05,JPY,PA005,SA004,12181.78,12788.84
2025-04-09,Beta Ltd,ACC003,AU04,JPY,PA004,SA003,10465.79,6667.04
2025-07-08,Beta Ltd,ACC005,AU02,USD,PA001,SA003,7862.53,6752.36
2025-08-30,Gamma LLC,ACC002,AU02,JPY,PA002,SA004,10585.3,10020.73
2025-02-27,Epsilon,ACC001,AU05,USD,PA002,SA003,9286.29,11103.6
2025-06-15,Delta Inc,ACC004,AU03,GBP,PA003,SA001,11068.55,5067.61
2025-10-08,Delta Inc,ACC001,AU03,EUR,PA004,SA002,9139.93,
2025-09-16,Delta Inc,ACC005,AU05,EUR,PA003,SA003,7836.31,6219.49
2025-09-04,Delta Inc,ACC004,AU05,INR,PA005,SA003,5996.24,9169.56
2025-02-09,Epsilon,ACC005,AU05,GBP,PA002,SA002,13639.28,11341.27
2025-11-01,Delta Inc,ACC005,AU02,GBP,PA002,SA003,8981.23,
2025-10-13,Alpha Inc,ACC003,AU01,,PA004,SA004,12427.63,12897.42
2025-10-06,Beta Ltd,ACC005,AU01,,PA003,SA003,7524.96,14425.74
,Delta Inc,ACC004,AU01,EUR,PA005,SA004,11352.43,9673.34
2025-03-24,Gamma LLC,ACC002,AU05,JPY,PA005,SA001,12772.74,9028.04
2025-08-04,Alpha Inc,ACC004,AU04,GBP,PA003,SA005,12089.46,11512.31
2025-12-06,Epsilon,ACC004,AU01,INR,PA004,SA001,9193.38,
2025-08-12,Epsilon,ACC005,AU01,INR,PA002,SA004,8332.78,5862.61
2025-06-03,Alpha Inc,ACC002,AU01,GBP,PA002,SA005,13474.91,14651.53
2025-03-28,Alpha Inc,ACC003,AU05,GBP,PA002,SA001,12705.0,10944.2
2025-10-14,Epsilon,ACC002,AU01,INR,PA001,SA002,7533.1,11488.8
2025-10-02,Alpha Inc,ACC005,AU01,USD,PA005,SA005,11509.78,12710.11
2025-08-06,Alpha Inc,ACC001,AU02,INR,PA003,SA003,14758.37,6737.58
